ticker,company_name,status,final_confidence,ml_score,violations
BBCA_4,BBCA Corp 4,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_5,BBCA Corp 5,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_6,BBCA Corp 6,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_7,BBCA Corp 7,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_8,BBCA Corp 8,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_9,BBCA Corp 9,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_10,BBCA Corp 10,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_11,BBCA Corp 11,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_12,BBCA Corp 12,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_13,BBCA Corp 13,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_14,BBCA Corp 14,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBCA_15,BBCA Corp 15,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_0,BBNI Corp 0,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_1,BBNI Corp 1,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_2,BBNI Corp 2,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_3,BBNI Corp 3,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_4,BBNI Corp 4,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_5,BBNI Corp 5,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_6,BBNI Corp 6,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_7,BBNI Corp 7,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_8,BBNI Corp 8,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_9,BBNI Corp 9,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_10,BBNI Corp 10,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_11,BBNI Corp 11,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_12,BBNI Corp 12,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_13,BBNI Corp 13,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_14,BBNI Corp 14,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBNI_15,BBNI Corp 15,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_0,BBRI Corp 0,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_1,BBRI Corp 1,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_2,BBRI Corp 2,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_3,BBRI Corp 3,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_4,BBRI Corp 4,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_5,BBRI Corp 5,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_6,BBRI Corp 6,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_7,BBRI Corp 7,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_8,BBRI Corp 8,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_9,BBRI Corp 9,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_10,BBRI Corp 10,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_11,BBRI Corp 11,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_12,BBRI Corp 12,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_13,BBRI Corp 13,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_14,BBRI Corp 14,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBRI_15,BBRI Corp 15,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_0,BBTN Corp 0,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_1,BBTN Corp 1,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_2,BBTN Corp 2,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_3,BBTN Corp 3,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_4,BBTN Corp 4,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_5,BBTN Corp 5,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_6,BBTN Corp 6,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_7,BBTN Corp 7,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_8,BBTN Corp 8,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_9,BBTN Corp 9,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_10,BBTN Corp 10,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_11,BBTN Corp 11,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_12,BBTN Corp 12,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_13,BBTN Corp 13,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_14,BBTN Corp 14,NON_COMPLIANT,1.0,,HARAM_SECTOR
BBTN_15,BBTN Corp 15,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_0,BJBR Corp 0,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_1,BJBR Corp 1,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_2,BJBR Corp 2,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_3,BJBR Corp 3,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_4,BJBR Corp 4,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_5,BJBR Corp 5,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_6,BJBR Corp 6,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_7,BJBR Corp 7,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_8,BJBR Corp 8,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_9,BJBR Corp 9,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_10,BJBR Corp 10,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_11,BJBR Corp 11,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_12,BJBR Corp 12,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_13,BJBR Corp 13,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_14,BJBR Corp 14,NON_COMPLIANT,1.0,,HARAM_SECTOR
BJBR_15,BJBR Corp 15,NON_COMPLIANT,1.0,,HARAM_SECTOR
TLKM_0,TLKM Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
TLKM_1,TLKM Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_2,TLKM Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_3,TLKM Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_4,TLKM Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_5,TLKM Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
TLKM_6,TLKM Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_7,TLKM Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_8,TLKM Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_9,TLKM Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_10,TLKM Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_11,TLKM Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_12,TLKM Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_13,TLKM Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_14,TLKM Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TLKM_15,TLKM Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_0,INDF Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_1,INDF Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_2,INDF Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_3,INDF Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_4,INDF Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_5,INDF Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_6,INDF Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_7,INDF Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_8,INDF Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_9,INDF Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_10,INDF Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_11,INDF Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_12,INDF Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_13,INDF Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_14,INDF Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INDF_15,INDF Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_0,UNVR Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_1,UNVR Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_2,UNVR Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_3,UNVR Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_4,UNVR Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_5,UNVR Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_6,UNVR Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_7,UNVR Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_8,UNVR Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_9,UNVR Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_10,UNVR Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_11,UNVR Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_12,UNVR Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_13,UNVR Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_14,UNVR Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
UNVR_15,UNVR Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_0,PGAS Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_1,PGAS Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_2,PGAS Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_3,PGAS Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_4,PGAS Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_5,PGAS Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_6,PGAS Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_7,PGAS Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_8,PGAS Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_9,PGAS Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
PGAS_10,PGAS Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_11,PGAS Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_12,PGAS Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_13,PGAS Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
PGAS_14,PGAS Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
PGAS_15,PGAS Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_0,WIKA Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_1,WIKA Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_2,WIKA Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_3,WIKA Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
WIKA_4,WIKA Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_5,WIKA Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_6,WIKA Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_7,WIKA Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_8,WIKA Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
WIKA_9,WIKA Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_10,WIKA Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_11,WIKA Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_12,WIKA Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_13,WIKA Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_14,WIKA Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
WIKA_15,WIKA Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_0,ADRO Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_1,ADRO Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_2,ADRO Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_3,ADRO Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_4,ADRO Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_5,ADRO Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_6,ADRO Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_7,ADRO Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_8,ADRO Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_9,ADRO Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_10,ADRO Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_11,ADRO Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_12,ADRO Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_13,ADRO Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_14,ADRO Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ADRO_15,ADRO Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_0,ITMG Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_1,ITMG Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_2,ITMG Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_3,ITMG Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_4,ITMG Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_5,ITMG Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_6,ITMG Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_7,ITMG Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_8,ITMG Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_9,ITMG Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_10,ITMG Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_11,ITMG Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_12,ITMG Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_13,ITMG Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_14,ITMG Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
ITMG_15,ITMG Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_0,INCO Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_1,INCO Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_2,INCO Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_3,INCO Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_4,INCO Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_5,INCO Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_6,INCO Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_7,INCO Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_8,INCO Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_9,INCO Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_10,INCO Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_11,INCO Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_12,INCO Corp 12,EDGE_CASE,0.8429216146469116,0.685843288898468,AMBIGUOUS
INCO_13,INCO Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_14,INCO Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
INCO_15,INCO Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_0,TINS Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_1,TINS Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
TINS_2,TINS Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_3,TINS Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_4,TINS Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_5,TINS Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_6,TINS Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
TINS_7,TINS Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_8,TINS Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_9,TINS Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_10,TINS Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_11,TINS Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_NONHALAL
TINS_12,TINS Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_13,TINS Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_14,TINS Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
TINS_15,TINS Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_0,BREN Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_1,BREN Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_2,BREN Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_3,BREN Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_4,BREN Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_5,BREN Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_6,BREN Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_7,BREN Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_8,BREN Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_9,BREN Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_10,BREN Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_11,BREN Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_12,BREN Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_13,BREN Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_14,BREN Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
BREN_15,BREN Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_0,SMGR Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_1,SMGR Corp 1,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_2,SMGR Corp 2,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_3,SMGR Corp 3,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_4,SMGR Corp 4,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_5,SMGR Corp 5,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_6,SMGR Corp 6,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_7,SMGR Corp 7,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_8,SMGR Corp 8,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_9,SMGR Corp 9,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_10,SMGR Corp 10,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_11,SMGR Corp 11,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_12,SMGR Corp 12,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_13,SMGR Corp 13,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_14,SMGR Corp 14,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
SMGR_15,SMGR Corp 15,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
CPRO_0,CPRO Corp 0,NON_COMPLIANT,1.0,,EXCESSIVE_DEBT
